icbc_location,crash_count,reason
EDGEMONT BLVD # 003300 TO 003395,1,fewer than 2 street names parsed (mid-block record)
EDGEMONT BLVD # 003396 TO 003499,1,fewer than 2 street names parsed (mid-block record)
EDGEMONT BLVD # 003772 TO 003829,1,fewer than 2 street names parsed (mid-block record)
EDGEMONT BLVD & NEWMARKET DR & UNNAMED LANE,1,fewer than 2 of the named streets are CNV streets
EDGEMONT BLVD & W 23RD ST,1,CNV street names but no matching CNV intersection
EDGEWOOD PL # 001170 TO 001199,1,fewer than 2 street names parsed (mid-block record)
EDGEWOOD RD # 000690 TO 000799,1,fewer than 2 street names parsed (mid-block record)
ELDON RD # 001223 TO 001264,1,fewer than 2 street names parsed (mid-block record)
ELDON RD # 001255 TO 001288,1,fewer than 2 street names parsed (mid-block record)
ELDON RD # 001261 TO 001299 odd,1,fewer than 2 street names parsed (mid-block record)
ELIZABETH WAY & PAISLEY RD,1,fewer than 2 of the named streets are CNV streets
EMERSON WAY # 001400 TO 001479,1,fewer than 2 street names parsed (mid-block record)
ENNERDALE RD # 002250 TO 002329,1,fewer than 2 street names parsed (mid-block record)
ENNERDALE RD & KIRKSTONE RD,1,fewer than 2 of the named streets are CNV streets
EPPS AVE & HARRIS AVE & UNNAMED LANE,1,fewer than 2 of the named streets are CNV streets
EVELYN ST # 001240 TO 001299,1,fewer than 2 street names parsed (mid-block record)
EVELYN ST # 001300 TO 001439,1,fewer than 2 street names parsed (mid-block record)
EVELYN ST & LYNN VALLEY RD & RICE LAKE RD,1,fewer than 2 of the named streets are CNV streets
EVERGLADE PL # 003520 TO 003649,1,fewer than 2 street names parsed (mid-block record)
EVERGREEN PL # 000512 TO 000540 even,1,fewer than 2 street names parsed (mid-block record)
EVERGREEN PL & HIGHLAND BLVD & WENTWORTH AVE,1,fewer than 2 of the named streets are CNV streets
FAIRFIELD RD & HARTFORD PL,1,fewer than 2 of the named streets are CNV streets
FAIRMONT RD # 003100 TO 003399,1,fewer than 2 street names parsed (mid-block record)
FAIRMONT RD # 003400 TO 003689,1,fewer than 2 street names parsed (mid-block record)
FAIRWAY DR # 000400 TO 000499,1,fewer than 2 street names parsed (mid-block record)
FAIRWAY DR & FAIRWAY PL,1,fewer than 2 of the named streets are CNV streets
FAIRWAY DR & HUNTINGDON CRES,1,fewer than 2 of the named streets are CNV streets
FAIRWAY PL # 004106 TO 004147,1,fewer than 2 street names parsed (mid-block record)
FAIRWAY PL # 004148 TO 004259,1,fewer than 2 street names parsed (mid-block record)
FELIX CRT # 004000 TO 004049,1,fewer than 2 street names parsed (mid-block record)
FELTON PL # 000420 TO 000440 even,1,fewer than 2 street names parsed (mid-block record)
FERNWOOD CRES & PHILIP AVE & SOWDEN ST,1,fewer than 2 of the named streets are CNV streets
FINTRY PL # 001431 TO 001481 odd,1,fewer than 2 street names parsed (mid-block record)
FIR ST # 000600 TO 000649,1,fewer than 2 street names parsed (mid-block record)
FIRCREST PL & KILMER PL & KILMER RD,1,fewer than 2 of the named streets are CNV streets
FORBES AVE # 000000 TO 000065,1,fewer than 2 street names parsed (mid-block record)
FORBES AVE # 001400 TO 001449,1,fewer than 2 street names parsed (mid-block record)
FORBES AVE # 001500 TO 001549,1,fewer than 2 street names parsed (mid-block record)
FOREST HILLS DR # 000910 TO 000949,1,fewer than 2 street names parsed (mid-block record)
FRANCISCO CRT # 005100 TO 005158,1,fewer than 2 street names parsed (mid-block record)
FREDERICK RD # 000836 TO 000899,1,fewer than 2 street names parsed (mid-block record)
FREDERICK RD # 001500 TO 001599,1,fewer than 2 street names parsed (mid-block record)
FREDERICK RD & HENDECOURT RD,1,fewer than 2 of the named streets are CNV streets
FREDERICK RD & MAGINNIS AVE,1,fewer than 2 of the named streets are CNV streets
FREDERICK RD & SYKES RD,1,fewer than 2 of the named streets are CNV streets
FROMME RD # 003126 TO 003199,1,fewer than 2 street names parsed (mid-block record)
FROMME RD # 003300 TO 003399,1,fewer than 2 street names parsed (mid-block record)
FROMME RD # 003466 TO 003599,1,fewer than 2 street names parsed (mid-block record)
FROMME RD & SHAKESPEARE AVE,1,fewer than 2 of the named streets are CNV streets
FRONT ST # 002100 TO 002199,1,fewer than 2 street names parsed (mid-block record)
FULLERTON AVE # 001880 TO 001979,1,fewer than 2 street names parsed (mid-block record)
GALLANT AVE # 004300 TO 004359,1,fewer than 2 street names parsed (mid-block record)
GALLANT AVE # 004400 TO 004499,1,fewer than 2 street names parsed (mid-block record)
GARDEN AVE # 001600 TO 001799,1,fewer than 2 street names parsed (mid-block record)
GARDEN AVE # 001840 TO 001989,1,fewer than 2 street names parsed (mid-block record)
GARIBALDI DR & MANNING CRES,1,fewer than 2 of the named streets are CNV streets
GARIBALDI DR & ROCHE POINT DR,1,fewer than 2 of the named streets are CNV streets
GASPE PL & MT SEYMOUR PKY,1,fewer than 2 of the named streets are CNV streets
GENOA CRES # 000420 TO 000529,1,fewer than 2 street names parsed (mid-block record)
GLADWIN DR & PEMBERTON AVE,1,fewer than 2 of the named streets are CNV streets
GLADWIN PL # 002500 TO 002559,1,fewer than 2 street names parsed (mid-block record)
GLENCANYON DR # 004345 TO 004457,1,fewer than 2 street names parsed (mid-block record)
GLENCANYON DR & MONTROYAL BLVD,1,fewer than 2 of the named streets are CNV streets
GLENVIEW CRES & TRENTON PL,1,fewer than 2 of the named streets are CNV streets
GLENWOOD AVE & HANDSWORTH RD,1,fewer than 2 of the named streets are CNV streets
GOLDIE CRT & SHONE RD,1,fewer than 2 of the named streets are CNV streets
GOLF DR # 004110 TO 004181,1,fewer than 2 street names parsed (mid-block record)
GOLF DR # 004182 TO 004231,1,fewer than 2 street names parsed (mid-block record)
GRANADA CRES # 000500 TO 000599,1,fewer than 2 street names parsed (mid-block record)
GRAND BLVD E # 000700 TO 000798 even,1,fewer than 2 street names parsed (mid-block record)
GRAND BLVD E # 001000 TO 001098 even,1,fewer than 2 street names parsed (mid-block record)
GRAND BLVD E # 001100 TO 001198 even,1,fewer than 2 street names parsed (mid-block record)
GRAND BLVD E # 001600 TO 001698 even,1,fewer than 2 street names parsed (mid-block record)
GRAVELEY ST & W KEITH RD,1,fewer than 2 of the named streets are CNV streets
GREENOCK PL # 001800 TO 001969,1,fewer than 2 street names parsed (mid-block record)
GREENOCK PL & HOSKINS RD,1,fewer than 2 of the named streets are CNV streets
GREG LEE WAY & PURCELL WAY & SKEENA RD,1,fewer than 2 of the named streets are CNV streets
GRIFFIN PL # 003000 TO 003039,1,fewer than 2 street names parsed (mid-block record)
GROUSE GRIND TRAIL & NANCY GREENE WAY & PARKING LOT,1,fewer than 2 of the named streets are CNV streets
GROUSEWOODS CRES & GROUSEWOODS DR & OWL CRT & PRIVATE DRIVEWAY,1,fewer than 2 of the named streets are CNV streets
HAMBER PL # 003701 TO 003717 odd,1,fewer than 2 street names parsed (mid-block record)
HAMBER PL # 003740 TO 003889,1,fewer than 2 street names parsed (mid-block record)
HAMPSHIRE RD & HIGHLAND BLVD & HIGHLAND PL,1,fewer than 2 of the named streets are CNV streets
HAMPSHIRE RD & LIONS AVE,1,fewer than 2 of the named streets are CNV streets
HANDSWORTH RD # 000850 TO 000898 even,1,fewer than 2 street names parsed (mid-block record)
HANDSWORTH RD # 001033 TO 001039 odd,1,fewer than 2 street names parsed (mid-block record)
HANDSWORTH RD & PRIMROSE LANE,1,fewer than 2 of the named streets are CNV streets
HANDSWORTH RD & RANGER AVE,1,fewer than 2 of the named streets are CNV streets
HANDSWORTH RD & SKYLINE DR & TURNING LANE,1,fewer than 2 of the named streets are CNV streets
HANDSWORTH RD & TIMBERLINE PL,1,fewer than 2 of the named streets are CNV streets
HANES AVE # 000100 TO 000199,1,fewer than 2 street names parsed (mid-block record)
HARBOURSIDE DR # 000750 TO 000799,1,fewer than 2 street names parsed (mid-block record)
HARBOURSIDE DR # 000951 TO 000955 odd,1,fewer than 2 street names parsed (mid-block record)
HAROLD RD # 001380 TO 001428,1,fewer than 2 street names parsed (mid-block record)
HARRIS PL # 004451 TO 004489 odd,1,fewer than 2 street names parsed (mid-block record)
HENDECOURT RD # 000800 TO 000887,1,fewer than 2 street names parsed (mid-block record)
HENDECOURT RD # 000950 TO 001089,1,fewer than 2 street names parsed (mid-block record)
HENDRY AVE # 000500 TO 000519,1,fewer than 2 street names parsed (mid-block record)
HENDRY AVE # 000850 TO 000899,1,fewer than 2 street names parsed (mid-block record)
HENDRY AVE # 001200 TO 001249,1,fewer than 2 street names parsed (mid-block record)
HERITAGE BLVD # 001029 TO 001069 odd,1,fewer than 2 street names parsed (mid-block record)
HERITAGE BLVD # 001101 TO 001179 odd,1,fewer than 2 street names parsed (mid-block record)
HIGHLAND BLVD # 004050 TO 004089,1,fewer than 2 street names parsed (mid-block record)
HIGHLAND BLVD & KENNEDY AVE,1,fewer than 2 of the named streets are CNV streets
HIGHLAND BLVD & LEOVISTA AVE,1,fewer than 2 of the named streets are CNV streets
HIGHLAND BLVD & WAVERTREE RD,1,fewer than 2 of the named streets are CNV streets
HILARY PL # 001130 TO 001200 even,1,fewer than 2 street names parsed (mid-block record)
HILL DR # 002000 TO 002099,1,fewer than 2 street names parsed (mid-block record)
HILLCREST AVE # 003600 TO 004029,1,fewer than 2 street names parsed (mid-block record)
HIXON PL # 003900 TO 003949,1,fewer than 2 street names parsed (mid-block record)
HOLYROOD RD # 000200 TO 000299,1,fewer than 2 street names parsed (mid-block record)
HONEYSUCKLE PL # 005600 TO 005679,1,fewer than 2 street names parsed (mid-block record)
HOPE RD # 001500 TO 001549,1,fewer than 2 street names parsed (mid-block record)
HOPE RD # 001600 TO 001699,1,fewer than 2 street names parsed (mid-block record)
HOPE RD # 001700 TO 001749,1,fewer than 2 street names parsed (mid-block record)
HOPE RD & MCGUIRE AVE,1,fewer than 2 of the named streets are CNV streets
HOPE RD & PHILIP AVE & UNNAMED LANE,1,fewer than 2 of the named streets are CNV streets
HOSKINS PL # 001650 TO 001699,1,fewer than 2 street names parsed (mid-block record)
HOSKINS RD # 002700 TO 002769,1,fewer than 2 street names parsed (mid-block record)
HOSKINS RD # 003700 TO 003899,1,fewer than 2 street names parsed (mid-block record)
HOSKINS RD # 004140 TO 004199,1,fewer than 2 street names parsed (mid-block record)
HOSKINS RD # 004737 TO 004773 odd,1,fewer than 2 street names parsed (mid-block record)
HOSKINS RD & KILKENNY RD,1,fewer than 2 of the named streets are CNV streets
HOSKINS RD & LANGWORTHY ST,1,fewer than 2 of the named streets are CNV streets
HOSKINS RD & RALPH ST,1,fewer than 2 of the named streets are CNV streets
HUCKLEBERRY LANE # 005500 TO 005592,1,fewer than 2 street names parsed (mid-block record)
HUNTER ST # 001500 TO 001599,1,fewer than 2 street names parsed (mid-block record)
HUNTINGDON CRES # 000860 TO 000969,1,fewer than 2 street names parsed (mid-block record)
HUNTLEIGH CRES # 003140 TO 003229,1,fewer than 2 street names parsed (mid-block record)
HUNTLEIGH CRT # 003301 TO 003379 odd,1,fewer than 2 street names parsed (mid-block record)
HYANNIS DR # 001900 TO 002059,1,fewer than 2 street names parsed (mid-block record)
HYANNIS DR # 002060 TO 002119,1,fewer than 2 street names parsed (mid-block record)
INDIAN RIVER DR # 004764 TO 004999,1,fewer than 2 street names parsed (mid-block record)
INDIAN RIVER DR # 005200 TO 005302 even,1,fewer than 2 street names parsed (mid-block record)
INDIAN RIVER DR # 005501 TO 005577 odd,1,fewer than 2 street names parsed (mid-block record)
INDIAN RIVER DR # 005507 TO 005515 odd,1,fewer than 2 street names parsed (mid-block record)
INSTITUTE RD # 003274 TO 003555,1,fewer than 2 street names parsed (mid-block record)
IRON CRT # 001900 TO 001939,1,fewer than 2 street names parsed (mid-block record)
JEROME PL # 004400 TO 004499,1,fewer than 2 street names parsed (mid-block record)
JONES AVE # 002100 TO 002198,1,fewer than 2 street names parsed (mid-block record)
JONES AVE # 002500 TO 002541,1,fewer than 2 street names parsed (mid-block record)
JONES AVE # 003000 TO 003099,1,fewer than 2 street names parsed (mid-block record)
JONES AVE & W 16TH AVE,1,fewer than 2 of the named streets are CNV streets
KEITH RD & W 23RD ST & W KEITH RD,1,CNV street names but no matching CNV intersection
KENDAL PL # 001160 TO 001189,1,fewer than 2 street names parsed (mid-block record)
KENNARD AVE # 000750 TO 000799,1,fewer than 2 street names parsed (mid-block record)
KENSINGTON CRES # 000120 TO 000299,1,fewer than 2 street names parsed (mid-block record)
KERRSTEAD PL & WESTOVER RD,1,fewer than 2 of the named streets are CNV streets
KILKENNY RD # 001700 TO 001799,1,fewer than 2 street names parsed (mid-block record)
KILMARNOCK CRES # 002490 TO 002769,1,fewer than 2 street names parsed (mid-block record)
KILMER RD # 001440 TO 001489,1,fewer than 2 street names parsed (mid-block record)
KILMER RD # 001532 TO 001599,1,fewer than 2 street names parsed (mid-block record)
KINLOCH LANE # 001000 TO 001199,1,fewer than 2 street names parsed (mid-block record)
KINLOCH LANE & STRATHCONA RD,1,fewer than 2 of the named streets are CNV streets
KIRKSTONE PL & KIRKSTONE RD,1,fewer than 2 of the named streets are CNV streets
KIRKSTONE RD # 002000 TO 002059,1,fewer than 2 street names parsed (mid-block record)
KIRKSTONE RD # 002310 TO 002323,1,fewer than 2 street names parsed (mid-block record)
KIRKSTONE RD & RUFUS DR & UTILITY ACCESS,1,fewer than 2 of the named streets are CNV streets
LANGWORTHY ST # 001630 TO 001699,1,fewer than 2 street names parsed (mid-block record)
LARKHALL CRES & NORTHLANDS DR,1,fewer than 2 of the named streets are CNV streets
LARKHALL CRES & ORKNEY PL & PARK ACCESS,1,fewer than 2 of the named streets are CNV streets
LARSON RD # 001700 TO 001739,1,fewer than 2 street names parsed (mid-block record)
LARSON RD # 002600 TO 002649,1,fewer than 2 street names parsed (mid-block record)
LAWRENCE PL # 003800 TO 003899,1,fewer than 2 street names parsed (mid-block record)
LEOVISTA AVE # 000950 TO 000999,1,fewer than 2 street names parsed (mid-block record)
LEWISTER RD # 003800 TO 003999,1,fewer than 2 street names parsed (mid-block record)
LIBRARY LANE # 002701 TO 002880,1,fewer than 2 street names parsed (mid-block record)
LILE DR # 000590 TO 000598 even,1,fewer than 2 street names parsed (mid-block record)
LILE DR & RAVEN WOODS DR,1,fewer than 2 of the named streets are CNV streets
LILLOOET RD # 000800 TO 000958 even,1,fewer than 2 street names parsed (mid-block record)
LILLOOET RD # 000992 TO 001038 even,1,fewer than 2 street names parsed (mid-block record)
LILLOOET RD # 001050 TO 001076 even,1,fewer than 2 street names parsed (mid-block record)
LILLOOET RD # 001078 TO 001088 even,1,fewer than 2 street names parsed (mid-block record)
LILLOOET RD # 001400 TO 001599,1,fewer than 2 street names parsed (mid-block record)
LILLOOET RD # 001678 TO 001815,1,fewer than 2 street names parsed (mid-block record)
LILLOOET RD # 004976 TO 005199,1,fewer than 2 street names parsed (mid-block record)
LIONS AVE # 004070 TO 004129,1,fewer than 2 street names parsed (mid-block record)
LIONS AVE # 004400 TO 004449,1,fewer than 2 street names parsed (mid-block record)
LIONS GATE LANE # 001600 TO 001699,1,fewer than 2 street names parsed (mid-block record)
LLOYD AVE # 002000 TO 002047,1,fewer than 2 street names parsed (mid-block record)
LLOYD AVE # 002250 TO 002299,1,fewer than 2 street names parsed (mid-block record)
LLOYD AVE & W 17TH ST,1,fewer than 2 of the named streets are CNV streets
LLOYD AVE & W 21ST ST,1,fewer than 2 of the named streets are CNV streets
LODGE RD # 001070 TO 001159,1,fewer than 2 street names parsed (mid-block record)
LONSDALE AVE # 000600 TO 000623,1,fewer than 2 street names parsed (mid-block record)
LONSDALE AVE # 002200 TO 002299,1,fewer than 2 street names parsed (mid-block record)
LONSDALE AVE # 002300 TO 002448 even,1,fewer than 2 street names parsed (mid-block record)
LONSDALE AVE # 002500 TO 002598 even,1,fewer than 2 street names parsed (mid-block record)
LONSDALE AVE # 003050 TO 003099,1,fewer than 2 street names parsed (mid-block record)
LONSDALE AVE # 003120 TO 003199,1,fewer than 2 street names parsed (mid-block record)
LONSDALE AVE # 003350 TO 003399,1,fewer than 2 street names parsed (mid-block record)
LONSDALE AVE # 003400 TO 003499,1,fewer than 2 street names parsed (mid-block record)
LONSDALE AVE # 003800 TO 003893,1,fewer than 2 street names parsed (mid-block record)
LONSDALE LANE & W 15TH LANE,1,fewer than 2 of the named streets are CNV streets
LONSDALE LANE & W 18TH LANE,1,fewer than 2 of the named streets are CNV streets
LONSDALE LANE & W 20TH LANE,1,fewer than 2 of the named streets are CNV streets
LOOK OUT PT # 001500 TO 001699,1,fewer than 2 street names parsed (mid-block record)
LOOK OUT PT & ROXBURY RD,1,fewer than 2 of the named streets are CNV streets
LORAINE AVE & SUNSET BLVD,1,fewer than 2 of the named streets are CNV streets
LOW LEVEL RD # 001004 TO 001051,1,fewer than 2 street names parsed (mid-block record)
LOW LEVEL RD & LOWER LEVEL RD,1,fewer than 2 of the named streets are CNV streets
LYNN VALLEY RD # 000726 TO 000728 even,1,fewer than 2 street names parsed (mid-block record)
LYNN VALLEY RD # 000727 TO 000799 odd,1,fewer than 2 street names parsed (mid-block record)
LYNN VALLEY RD # 000801 TO 000849 odd,1,fewer than 2 street names parsed (mid-block record)
LYNN VALLEY RD # 000850 TO 000898 even,1,fewer than 2 street names parsed (mid-block record)
LYNN VALLEY RD # 001001 TO 001099 odd,1,fewer than 2 street names parsed (mid-block record)
LYNN VALLEY RD # 001201 TO 001235 odd,1,fewer than 2 street names parsed (mid-block record)
LYNN VALLEY RD # 001236 TO 001298 even,1,fewer than 2 street names parsed (mid-block record)
LYNN VALLEY RD # 001237 TO 001299 odd,1,fewer than 2 street names parsed (mid-block record)
LYNN VALLEY RD # 001470 TO 001499,1,fewer than 2 street names parsed (mid-block record)
LYNN VALLEY RD # 001600 TO 001618,1,fewer than 2 street names parsed (mid-block record)
LYNN VALLEY RD # 003800 TO 003899,1,fewer than 2 street names parsed (mid-block record)
LYNN VALLEY RD # 004000 TO 004199,1,fewer than 2 street names parsed (mid-block record)
LYNN VALLEY RD # 004600 TO 004665,1,fewer than 2 street names parsed (mid-block record)
LYTTON ST # 000918 TO 000970,1,fewer than 2 street names parsed (mid-block record)
MACKAY AVE # 002300 TO 002499,1,fewer than 2 street names parsed (mid-block record)
MACKAY RD # 000224 TO 000299,1,fewer than 2 street names parsed (mid-block record)
MADELEY RD # 004090 TO 004299,1,fewer than 2 street names parsed (mid-block record)
MADELEY RD & MONTROYAL BLVD,1,fewer than 2 of the named streets are CNV streets
MAHON AVE # 000038 TO 000099,1,fewer than 2 street names parsed (mid-block record)
MAHON AVE # 000200 TO 000251,1,fewer than 2 street names parsed (mid-block record)
MAHON AVE # 000252 TO 000299,1,fewer than 2 street names parsed (mid-block record)
MAHON AVE # 001600 TO 001699,1,fewer than 2 street names parsed (mid-block record)
MAHON AVE # 001800 TO 001899,1,fewer than 2 street names parsed (mid-block record)
MAHON AVE # 002000 TO 002099,1,fewer than 2 street names parsed (mid-block record)
MAHON AVE # 002100 TO 002149,1,fewer than 2 street names parsed (mid-block record)
MAHON AVE # 003592 TO 003601,1,fewer than 2 street names parsed (mid-block record)
MAHON AVE & W 29TH ST,1,CNV street names but no matching CNV intersection
MAHON AVE & W KINGS RD,1,fewer than 2 of the named streets are CNV streets
MAIN ST # 001650 TO 001688 even,1,fewer than 2 street names parsed (mid-block record)
MAIN ST OFFRAMP & OXFORD ST & PHIBBS EXCHANGE,1,fewer than 2 of the named streets are CNV streets
MALASPINA PL # 005350 TO 005379,1,fewer than 2 street names parsed (mid-block record)
MALSUM DR # 003594 TO 003596 even,1,fewer than 2 street names parsed (mid-block record)
MANNING PL # 003420 TO 003489,1,fewer than 2 street names parsed (mid-block record)
MAPLERIDGE DR # 004500 TO 004599,1,fewer than 2 street names parsed (mid-block record)
MAPLEWOOD CRES # 001122 TO 001149,1,fewer than 2 street names parsed (mid-block record)
MARIGOLD AVE # 001000 TO 001045,1,fewer than 2 street names parsed (mid-block record)
MARINE DR # 000732 TO 000748 even,1,fewer than 2 street names parsed (mid-block record)
MARINE DR # 000990 TO 000998 even,1,fewer than 2 street names parsed (mid-block record)
MARINE DR # 001800 TO 001861,1,fewer than 2 street names parsed (mid-block record)
MARINE DR & MOSQUITO CREEK LANE,1,CNV street names but no matching CNV intersection
MASEFIELD RD # 002550 TO 002669,1,fewer than 2 street names parsed (mid-block record)
MCCARTNEY CLOSE # 000600 TO 000649,1,fewer than 2 street names parsed (mid-block record)
MCGUIRE AVE # 001600 TO 001637,1,fewer than 2 street names parsed (mid-block record)
MCNAIR DR # 001350 TO 001479,1,fewer than 2 street names parsed (mid-block record)
MEADOWBANK CLOSE # 004500 TO 004599,1,fewer than 2 street names parsed (mid-block record)
MEDWIN PL # 001600 TO 001799,1,fewer than 2 street names parsed (mid-block record)
MELBOURNE AVE # 000900 TO 000949,1,fewer than 2 street names parsed (mid-block record)
MELBOURNE AVE # 001000 TO 001089,1,fewer than 2 street names parsed (mid-block record)
MERLYNN CRES # 001490 TO 001599,1,fewer than 2 street names parsed (mid-block record)
MILL ST # 001220 TO 001299,1,fewer than 2 street names parsed (mid-block record)
MILL ST # 001221 TO 001247 odd,1,fewer than 2 street names parsed (mid-block record)
MILTON AVE # 003100 TO 003259,1,fewer than 2 street names parsed (mid-block record)
MISSION RD # 000200 TO 000263,1,fewer than 2 street names parsed (mid-block record)
MOLINA CRES # 005400 TO 005440 even,1,fewer than 2 street names parsed (mid-block record)
MOLINA RD # 005500 TO 005599,1,fewer than 2 street names parsed (mid-block record)
MOLLIE NYE WAY # 002402 TO 002499,1,fewer than 2 street names parsed (mid-block record)
MONTERAY AVE # 000400 TO 000429,1,fewer than 2 street names parsed (mid-block record)
MONTROYAL BLVD # 000250 TO 000329,1,fewer than 2 street names parsed (mid-block record)
MONTROYAL BLVD # 000400 TO 000479,1,fewer than 2 street names parsed (mid-block record)
MONTROYAL BLVD # 000832 TO 000899,1,fewer than 2 street names parsed (mid-block record)
MONTROYAL BLVD # 001035 TO 001069,1,fewer than 2 street names parsed (mid-block record)
MONTROYAL BLVD & SHIRLEY AVE,1,fewer than 2 of the named streets are CNV streets
MOODY AVE # 001500 TO 001549,1,fewer than 2 street names parsed (mid-block record)
MOODY AVE # 002000 TO 002041,1,fewer than 2 street names parsed (mid-block record)
MOUNTAIN HWY # 000000 TO 000049,1,fewer than 2 street names parsed (mid-block record)
MOUNTAIN HWY # 000120 TO 000139,1,fewer than 2 street names parsed (mid-block record)
MOUNTAIN HWY # 000200 TO 000215,1,fewer than 2 street names parsed (mid-block record)
MOUNTAIN HWY # 000226 TO 000261,1,fewer than 2 street names parsed (mid-block record)
MOUNTAIN HWY # 000262 TO 000299,1,fewer than 2 street names parsed (mid-block record)
MOUNTAIN HWY # 000400 TO 000449,1,fewer than 2 street names parsed (mid-block record)
MOUNTAIN HWY # 001550 TO 001599,1,fewer than 2 street names parsed (mid-block record)
MOUNTAIN HWY # 002000 TO 002057,1,fewer than 2 street names parsed (mid-block record)
MOUNTAIN HWY # 002300 TO 002399,1,fewer than 2 street names parsed (mid-block record)
MOUNTAIN HWY # 002301 TO 002395 odd,1,fewer than 2 street names parsed (mid-block record)
MOUNTAIN HWY # 002781 TO 002899,1,fewer than 2 street names parsed (mid-block record)
MOUNTAIN HWY # 003100 TO 003199,1,fewer than 2 street names parsed (mid-block record)
MOUNTAIN HWY # 004560 TO 004609,1,fewer than 2 street names parsed (mid-block record)
MOUNTAIN HWY # 004610 TO 004799,1,fewer than 2 street names parsed (mid-block record)
MT SEYMOUR PKY,1,fewer than 2 street names parsed (mid-block record)
MT SEYMOUR PKY # 002751 TO 002799 odd,1,fewer than 2 street names parsed (mid-block record)
MT SEYMOUR PKY # 002801 TO 002899 odd,1,fewer than 2 street names parsed (mid-block record)
MT SEYMOUR PKY # 002972 TO 003052 even,1,fewer than 2 street names parsed (mid-block record)
MT SEYMOUR PKY # 003140 TO 003246 even,1,fewer than 2 street names parsed (mid-block record)
MT SEYMOUR PKY # 003248 TO 003298 even,1,fewer than 2 street names parsed (mid-block record)
MT SEYMOUR PKY # 003400 TO 003490 even,1,fewer than 2 street names parsed (mid-block record)
MT SEYMOUR PKY # 003701 TO 003779 odd,1,fewer than 2 street names parsed (mid-block record)
MT SEYMOUR PKY # 004130 TO 004199,1,fewer than 2 street names parsed (mid-block record)
MT SEYMOUR PKY # 004200 TO 004249,1,fewer than 2 street names parsed (mid-block record)
MT SEYMOUR PKY & ROSLYN BLVD,1,fewer than 2 of the named streets are CNV streets
MUNDAY PL # 002800 TO 002899,1,fewer than 2 street names parsed (mid-block record)
NANCY GREENE WAY # 005400 TO 005508,1,fewer than 2 street names parsed (mid-block record)
NANCY GREENE WAY # 005600 TO 005799,1,fewer than 2 street names parsed (mid-block record)
NANCY GREENE WAY # 005800 TO 005898,1,fewer than 2 street names parsed (mid-block record)
NANCY GREENE WAY # 005920 TO 005940 even,1,fewer than 2 street names parsed (mid-block record)
NAUGHTON AVE & ROCKCLIFF RD,1,fewer than 2 of the named streets are CNV streets
NEILSON AVE # 002000 TO 002049,1,fewer than 2 street names parsed (mid-block record)
NEWDALE CRT # 000200 TO 000299,1,fewer than 2 street names parsed (mid-block record)
NEWDALE CRT & VENTURA CRES,1,fewer than 2 of the named streets are CNV streets
NICOLUM CRT # 000800 TO 000899,1,fewer than 2 street names parsed (mid-block record)
NORDBY PL # 004200 TO 004359,1,fewer than 2 street names parsed (mid-block record)
NORWOOD AVE # 003484 TO 003499,1,fewer than 2 street names parsed (mid-block record)
NORWOOD AVE # 004050 TO 004219,1,fewer than 2 street names parsed (mid-block record)
NORWOOD AVE & W OSBORNE RD & UNNAMED LANE,1,fewer than 2 of the named streets are CNV streets
NORWOOD AVE & W ST JAMES RD,1,fewer than 2 of the named streets are CNV streets
OLD LILLOOET RD # 000700 TO 000709,1,fewer than 2 street names parsed (mid-block record)
OLD LILLOOET RD # 000801 TO 000835 odd,1,fewer than 2 street names parsed (mid-block record)
OLD LILLOOET RD # 000853 TO 000889 odd,1,fewer than 2 street names parsed (mid-block record)
OLD LILLOOET RD # 000891 TO 000997 odd,1,fewer than 2 street names parsed (mid-block record)
ORKNEY PL # 001600 TO 001889,1,fewer than 2 street names parsed (mid-block record)
ORLOHMA PL # 003800 TO 003884,1,fewer than 2 street names parsed (mid-block record)
ORWELL ST # 000080 TO 000119,1,fewer than 2 street names parsed (mid-block record)
ORWELL ST # 000450 TO 000499,1,fewer than 2 street names parsed (mid-block record)
OWL CRT # 005700 TO 005718,1,fewer than 2 street names parsed (mid-block record)
PAGE RD # 001600 TO 001659,1,fewer than 2 street names parsed (mid-block record)
PAISLEY RD # 001400 TO 001599,1,fewer than 2 street names parsed (mid-block record)
PAISLEY RD & PHILIP AVE,1,fewer than 2 of the named streets are CNV streets
PATTERDALE DR # 004400 TO 004449,1,fewer than 2 street names parsed (mid-block record)
PELLY RD & SUNSET BLVD,1,fewer than 2 of the named streets are CNV streets
PEMBERTON AVE # 001400 TO 001499,1,fewer than 2 street names parsed (mid-block record)
PEMBERTON AVE # 002600 TO 002749,1,fewer than 2 street names parsed (mid-block record)
PEMBERTON AVE & PLATEAU DR & W 24TH ST,1,fewer than 2 of the named streets are CNV streets
PHEASANT PL # 004660 TO 004799,1,fewer than 2 street names parsed (mid-block record)
PHILIP AVE # 000040 TO 000079,1,fewer than 2 street names parsed (mid-block record)
PHILIP AVE # 001650 TO 001699,1,fewer than 2 street names parsed (mid-block record)
PHILIP AVE # 002200 TO 002299,1,fewer than 2 street names parsed (mid-block record)
PHILIP AVE # 002700 TO 002799,1,fewer than 2 street names parsed (mid-block record)
PHILIP AVE & W 17TH ST,1,fewer than 2 of the named streets are CNV streets
PHILIP AVE & W 21ST ST,1,fewer than 2 of the named streets are CNV streets
